# accelerometer data
# file: 'rgbd_dataset_freiburg1_desk.bag'
# timestamp ax ay az
1305031450.095809 -0.706462 6.849089 -6.944880
1305031450.096950 -0.706462 6.849089 -6.944880
1305031450.100621 -0.658566 6.669480 -7.136463
1305031450.101555 -0.658566 6.669480 -7.136463
1305031450.104825 -0.754358 6.765271 -7.136463
1305031450.105855 -0.754358 6.765271 -7.136463
1305031450.109411 -0.658566 6.861063 -7.040672
1305031450.110462 -0.658566 6.861063 -7.040672
1305031450.111707 -0.658566 6.861063 -7.040672
1305031450.112685 -0.658566 6.861063 -7.040672
1305031450.115976 -0.754358 6.956854 -6.753297
1305031450.116954 -0.754358 6.956854 -6.753297
1305031450.120544 -0.706462 7.052646 -7.040672
1305031450.121574 -0.706462 7.052646 -7.040672
1305031450.124867 -1.005810 6.956854 -7.016724
1305031450.125820 -1.005810 6.956854 -7.016724
1305031450.129597 -0.850149 7.220281 -6.849089
1305031450.130546 -0.850149 7.220281 -6.849089
1305031450.131710 -0.850149 7.220281 -6.849089
1305031450.132854 -0.850149 7.220281 -6.849089
1305031450.135956 -0.850149 7.052646 -7.040672
1305031450.136951 -0.850149 7.052646 -7.040672
1305031450.140624 -1.053706 7.148437 -6.944880
1305031450.141582 -1.053706 7.148437 -6.944880
1305031450.144864 -1.053706 7.220281 -6.849089
1305031450.145811 -1.053706 7.220281 -6.849089
1305031450.149410 -1.053706 7.232255 -6.944880
1305031450.150435 -1.053706 7.232255 -6.944880
1305031450.151706 -1.053706 7.232255 -6.944880
1305031450.152697 -1.053706 7.232255 -6.944880
1305031450.155951 -1.137524 7.340020 -6.705402
1305031450.156953 -1.137524 7.340020 -6.705402
1305031450.160530 -1.053706 7.244229 -7.040672
1305031450.161611 -1.053706 7.244229 -7.040672
1305031450.164872 -1.053706 7.244229 -6.753297
1305031450.165810 -1.053706 7.244229 -6.753297
1305031450.169609 -1.137524 7.244229 -7.040672
1305031450.170577 -1.137524 7.244229 -7.040672
1305031450.171711 -1.137524 7.244229 -7.040672
1305031450.172686 -1.137524 7.244229 -7.040672
1305031450.175951 -1.053706 7.196333 -6.849089
1305031450.176988 -1.053706 7.196333 -6.849089
1305031450.180560 -1.041732 7.052646 -7.040672
1305031450.181540 -1.041732 7.052646 -7.040672
1305031450.184873 -1.053706 7.052646 -7.040672
1305031450.185827 -1.053706 7.052646 -7.040672
1305031450.189368 -0.670540 6.956854 -6.944880
1305031450.190615 -0.670540 6.956854 -6.944880
1305031450.191557 -0.670540 6.956854 -6.944880
1305031450.194824 -0.670540 6.669480 -6.657506
1305031450.195829 -0.670540 6.669480 -6.657506
1305031450.197333 -0.670540 6.669480 -6.657506
1305031450.198457 -0.670540 6.669480 -6.657506
1305031450.201824 -0.574749 6.489871 -6.681454
1305031450.202808 -0.574749 6.489871 -6.681454
1305031450.205915 -0.622644 6.477897 -6.681454
1305031450.206933 -0.622644 6.477897 -6.681454
1305031450.210581 -0.478957 6.286314 -6.681454
1305031450.211598 -0.478957 6.286314 -6.681454
1305031450.214829 -0.275400 6.190523 -6.465923
1305031450.215813 -0.275400 6.190523 -6.465923
1305031450.219460 -0.275400 6.094731 -6.657506
1305031450.220438 -0.275400 6.094731 -6.657506
1305031450.221827 -0.275400 6.094731 -6.657506
1305031450.222858 -0.275400 6.094731 -6.657506
1305031450.225950 -0.275400 5.903148 -6.561715
1305031450.226952 -0.275400 5.903148 -6.561715
1305031450.230474 -0.275400 5.903148 -6.561715
1305031450.231460 -0.275400 5.903148 -6.561715
1305031450.234827 -0.478957 6.094731 -6.370132
1305031450.235832 -0.478957 6.094731 -6.370132
1305031450.237082 -0.478957 6.094731 -6.370132
1305031450.238462 -0.478957 6.094731 -6.370132
1305031450.241826 -0.478957 6.106705 -6.849089
1305031450.242866 -0.478957 6.106705 -6.849089
1305031450.245951 -0.478957 6.286314 -6.992776
1305031450.246963 -0.478957 6.286314 -6.992776
1305031450.250578 -0.622644 6.286314 -7.040672
1305031450.251575 -0.622644 6.286314 -7.040672
1305031450.254852 -0.658566 6.453949 -7.040672
1305031450.255813 -0.658566 6.453949 -7.040672
1305031450.259439 -0.670540 6.669480 -7.232255
1305031450.260468 -0.670540 6.669480 -7.232255
1305031450.261687 -0.670540 6.669480 -7.232255
1305031450.262831 -0.670540 6.669480 -7.232255
1305031450.265952 -0.754358 6.765271 -7.040672
1305031450.266947 -0.754358 6.765271 -7.040672
1305031450.270537 -0.754358 6.861063 -6.849089
1305031450.271574 -0.754358 6.861063 -6.849089
1305031450.274842 -1.005810 6.908959 -6.705402
1305031450.275811 -1.005810 6.908959 -6.705402
1305031450.279424 -1.053706 6.956854 -6.992776
1305031450.280462 -1.053706 6.956854 -6.992776
1305031450.281684 -1.053706 6.956854 -6.992776
1305031450.282831 -1.053706 6.956854 -6.992776
1305031450.285952 -0.850149 6.861063 -6.849089
1305031450.286964 -0.850149 6.861063 -6.849089
1305031450.290581 -0.850149 7.052646 -6.705402
1305031450.291575 -0.850149 7.052646 -6.705402
1305031450.294829 -0.850149 7.148437 -6.465923
1305031450.295854 -0.850149 7.148437 -6.465923
1305031450.299473 -1.053706 7.220281 -6.274340
1305031450.300438 -1.053706 7.220281 -6.274340
1305031450.301831 -1.053706 7.220281 -6.274340
1305031450.302840 -1.053706 7.220281 -6.274340
1305031450.305956 -0.850149 7.148437 -6.082757
1305031450.306924 -0.850149 7.148437 -6.082757
1305031450.310540 -1.053706 7.052646 -5.843279
1305031450.311615 -1.053706 7.052646 -5.843279
1305031450.314827 -0.957915 7.052646 -5.867226
1305031450.315867 -0.957915 7.052646 -5.867226
1305031450.317083 -0.957915 7.052646 -5.867226
1305031450.318501 -0.957915 7.052646 -5.867226
1305031450.321834 -1.053706 7.244229 -5.531956
1305031450.322792 -1.053706 7.244229 -5.531956
1305031450.325999 -1.053706 7.148437 -5.484061
1305031450.326956 -1.053706 7.148437 -5.484061
1305031450.330579 -0.850149 7.196333 -5.508009
1305031450.331582 -0.850149 7.196333 -5.508009
1305031450.334829 -0.706462 7.196333 -5.412217
1305031450.335804 -0.706462 7.196333 -5.412217
1305031450.337384 -0.706462 7.196333 -5.412217
1305031450.338457 -0.706462 7.196333 -5.412217
1305031450.341716 -0.622644 7.052646 -5.519982
1305031450.342833 -0.622644 7.052646 -5.519982
1305031450.345989 -0.658566 6.956854 -5.508009
1305031450.346966 -0.658566 6.956854 -5.508009
1305031450.350563 -0.478957 6.813167 -5.699591
1305031450.351548 -0.478957 6.813167 -5.699591
1305031450.354797 -0.275400 6.669480 -5.699591
1305031450.355800 -0.275400 6.669480 -5.699591
1305031450.359423 -0.191583 6.501845 -5.891174
1305031450.360549 -0.191583 6.501845 -5.891174
1305031450.361796 -0.191583 6.501845 -5.891174
1305031450.362796 -0.191583 6.501845 -5.891174
1305031450.365923 0.107765 6.286314 -6.274340
1305031450.366926 0.107765 6.286314 -6.274340
1305031450.370547 0.107765 6.286314 -6.178549
1305031450.371562 0.107765 6.286314 -6.178549
1305031450.374822 0.143687 6.190523 -6.370132
1305031450.375956 0.143687 6.190523 -6.370132
1305031450.379420 0.095791 6.382106 -6.465923
1305031450.380617 0.095791 6.382106 -6.465923
1305031450.381828 0.095791 6.382106 -6.465923
1305031450.382813 0.095791 6.382106 -6.465923
1305031450.385921 0.011974 6.477897 -6.465923
1305031450.386957 0.011974 6.477897 -6.465923
1305031450.390535 -0.083818 6.813167 -6.465923
1305031450.391577 -0.083818 6.813167 -6.465923
1305031450.394831 -0.083818 6.908959 -6.370132
1305031450.395817 -0.083818 6.908959 -6.370132
1305031450.399436 -0.083818 6.956854 -6.298288
1305031450.400442 -0.083818 6.956854 -6.298288
1305031450.401689 -0.083818 6.956854 -6.298288
1305031450.402692 -0.083818 6.956854 -6.298288
1305031450.405959 0.011974 7.052646 -6.370132
1305031450.406977 0.011974 7.052646 -6.370132
1305031450.410535 -0.239479 7.052646 -6.274340
1305031450.411572 -0.239479 7.052646 -6.274340
1305031450.414828 -0.239479 7.196333 -6.274340
1305031450.415813 -0.239479 7.196333 -6.274340
1305031450.419436 -0.263426 7.232255 -6.465923
1305031450.420549 -0.263426 7.232255 -6.465923
1305031450.421829 -0.263426 7.232255 -6.465923
1305031450.422835 -0.263426 7.232255 -6.465923
1305031450.425986 -0.191583 7.244229 -6.178549
1305031450.426970 -0.191583 7.244229 -6.178549
1305031450.430624 -0.191583 7.244229 -6.082757
1305031450.431619 -0.191583 7.244229 -6.082757
1305031450.434855 -0.191583 7.220281 -6.178549
1305031450.435816 -0.191583 7.220281 -6.178549
1305031450.439444 -0.275400 7.052646 -5.891174
1305031450.440473 -0.275400 7.052646 -5.891174
1305031450.441731 -0.275400 7.052646 -5.891174
1305031450.442740 -0.275400 7.052646 -5.891174
1305031450.445938 -0.371192 7.052646 -5.699591
1305031450.446927 -0.371192 7.052646 -5.699591
1305031450.450558 -0.275400 7.052646 -5.795383
1305031450.451549 -0.275400 7.052646 -5.795383
1305031450.454833 -0.275400 7.052646 -5.603800
1305031450.455811 -0.275400 7.052646 -5.603800
1305031450.459583 -0.371192 6.956854 -5.316426
1305031450.460588 -0.371192 6.956854 -5.316426
1305031450.461877 -0.371192 6.956854 -5.316426
1305031450.462843 -0.371192 6.956854 -5.316426
1305031450.465977 -0.239479 6.861063 -5.508009
1305031450.466966 -0.239479 6.861063 -5.508009
1305031450.470667 0.095791 6.525793 -5.891174
1305031450.471708 0.095791 6.525793 -5.891174
1305031450.474872 0.191583 6.477897 -5.699591
1305031450.475959 0.191583 6.477897 -5.699591
1305031450.479558 0.478957 6.286314 -6.082757
1305031450.480583 0.478957 6.286314 -6.082757
1305031450.481840 0.478957 6.286314 -6.082757
1305031450.482845 0.478957 6.286314 -6.082757
1305031450.485961 0.574749 6.094731 -6.274340
1305031450.486944 0.574749 6.094731 -6.274340
1305031450.490541 0.574749 5.903148 -6.370132
1305031450.491585 0.574749 5.903148 -6.370132
1305031450.494835 0.478957 6.094731 -6.370132
1305031450.495819 0.478957 6.094731 -6.370132
1305031450.499440 0.502905 5.903148 -6.657506
1305031450.500573 0.502905 5.903148 -6.657506
1305031450.501842 0.502905 5.903148 -6.657506
1305031450.502804 0.502905 5.903148 -6.657506
1305031450.505925 0.490931 6.094731 -6.849089
1305031450.506907 0.490931 6.094731 -6.849089
1305031450.510555 0.478957 6.286314 -6.849089
1305031450.511568 0.478957 6.286314 -6.849089
1305031450.514800 0.682514 6.286314 -6.992776
1305031450.515809 0.682514 6.286314 -6.992776
1305031450.519440 0.574749 6.453949 -6.849089
1305031450.520444 0.574749 6.453949 -6.849089
1305031450.521692 0.574749 6.453949 -6.849089
1305031450.522795 0.574749 6.453949 -6.849089
1305031450.525959 0.478957 6.501845 -6.753297
1305031450.526965 0.478957 6.501845 -6.753297
1305031450.530571 0.574749 6.573688 -6.753297
1305031450.531568 0.574749 6.573688 -6.753297
1305031450.534816 0.478957 6.573688 -6.657506
1305031450.535820 0.478957 6.573688 -6.657506
1305031450.539474 0.287374 6.525793 -6.657506
1305031450.540505 0.287374 6.525793 -6.657506
1305031450.541692 0.287374 6.525793 -6.657506
1305031450.542836 0.287374 6.525793 -6.657506
1305031450.545942 0.287374 6.765271 -6.465923
1305031450.547116 0.287374 6.765271 -6.465923
1305031450.550676 0.107765 6.873037 -6.274340
1305031450.551708 0.107765 6.873037 -6.274340
1305031450.554818 0.095791 7.052646 -6.082757
1305031450.555807 0.095791 7.052646 -6.082757
1305031450.559595 0.095791 7.220281 -5.891174
1305031450.560565 0.095791 7.220281 -5.891174
1305031450.561834 0.095791 7.220281 -5.891174
1305031450.562838 0.095791 7.220281 -5.891174
1305031450.565972 0.095791 7.052646 -6.178549
1305031450.567143 0.095791 7.052646 -6.178549
1305031450.570609 0.143687 6.873037 -6.082757
1305031450.571584 0.143687 6.873037 -6.082757
1305031450.574794 0.107765 6.956854 -5.986966
1305031450.575859 0.107765 6.956854 -5.986966
1305031450.579446 0.095791 7.052646 -6.082757
1305031450.580437 0.095791 7.052646 -6.082757
1305031450.581846 0.095791 7.052646 -6.082757
1305031450.582873 0.095791 7.052646 -6.082757
1305031450.585969 0.011974 7.220281 -6.370132
1305031450.586949 0.011974 7.220281 -6.370132
1305031450.590558 0.107765 7.148437 -6.657506
1305031450.591615 0.107765 7.148437 -6.657506
1305031450.594839 0.095791 7.244229 -6.465923
1305031450.595788 0.095791 7.244229 -6.465923
1305031450.599450 0.143687 7.244229 -6.465923
1305031450.600432 0.143687 7.244229 -6.465923
1305031450.601864 0.143687 7.244229 -6.465923
1305031450.602840 0.143687 7.244229 -6.465923
1305031450.605942 0.119739 7.244229 -6.322236
1305031450.606948 0.119739 7.244229 -6.322236
1305031450.610556 0.395140 7.244229 -6.561715
1305031450.611570 0.395140 7.244229 -6.561715
1305031450.614824 0.466983 7.220281 -6.286314
1305031450.615990 0.466983 7.220281 -6.286314
1305031450.619474 0.443035 7.148437 -6.274340
1305031450.620448 0.443035 7.148437 -6.274340
1305031450.621834 0.443035 7.148437 -6.274340
1305031450.622876 0.443035 7.148437 -6.274340
1305031450.625975 0.478957 6.908959 -6.370132
1305031450.626947 0.478957 6.908959 -6.370132
1305031450.630680 0.502905 6.956854 -6.322236
1305031450.631571 0.502905 6.956854 -6.322236
1305031450.634838 0.778306 6.885011 -6.274340
1305031450.635822 0.778306 6.885011 -6.274340
1305031450.639476 0.574749 6.956854 -6.082757
1305031450.640557 0.574749 6.956854 -6.082757
1305031450.641836 0.574749 6.956854 -6.082757
1305031450.642848 0.574749 6.956854 -6.082757
1305031450.645964 0.826201 6.861063 -6.274340
1305031450.646978 0.826201 6.861063 -6.274340
1305031450.650555 0.826201 6.861063 -5.986966
1305031450.651571 0.826201 6.861063 -5.986966
1305031450.654827 0.862123 6.813167 -6.226444
1305031450.655826 0.862123 6.813167 -6.226444
1305031450.659451 0.850149 6.908959 -5.891174
1305031450.660593 0.850149 6.908959 -5.891174
1305031450.661841 0.850149 6.908959 -5.891174
1305031450.662840 0.850149 6.908959 -5.891174
1305031450.665994 0.862123 6.956854 -5.915122
1305031450.666965 0.862123 6.956854 -5.915122
1305031450.670562 0.682514 7.196333 -5.891174
1305031450.671609 0.682514 7.196333 -5.891174
1305031450.674683 0.778306 7.232255 -5.891174
1305031450.675682 0.778306 7.232255 -5.891174
1305031450.676939 0.778306 7.232255 -5.891174
1305031450.678075 0.778306 7.232255 -5.891174
1305031450.681613 0.682514 7.244229 -5.795383
1305031450.682756 0.682514 7.244229 -5.795383
1305031450.685971 0.682514 7.244229 -5.843279
1305031450.686939 0.682514 7.244229 -5.843279
1305031450.690544 0.778306 7.244229 -6.082757
