#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m]
1403636581520881152,4.7692905118844058,-1.8306630071454979,1.2037312705422429
1403636582017881344,4.7800541494133997,-1.82419315705452,0.95595570667212104
1403636582120881408,4.7814950620644288,-1.8254341457145531,0.89141754592282196
1403636582217881088,4.7775411740421472,-1.826386497363647,0.83998138741064299
1403636582270881280,4.7774257599581569,-1.8277587958633179,0.81980512458794796
1403636582319881216,4.7763605808614997,-1.82858460618606,0.807076069818075
1403636582368881152,4.7780478669170137,-1.830664144757201,0.80186731551817103
1403636582968881408,4.768293472464709,-1.8284845130043139,1.117625960630289
1403636583019881216,4.7665338037614458,-1.8255023979280429,1.1497179708842511
1403636583066881280,4.7680763542580582,-1.823648231075766,1.176697505798455
1403636583118881280,4.7701499602630397,-1.82249657533971,1.201763548028111
1403636583169881344,4.7725534130446947,-1.8219583096720839,1.2203527971832671
1403636583221881344,4.7744694201248823,-1.821464141930528,1.2317758131654291
1403636583268881408,4.7758196576423444,-1.8212354922717779,1.235203194452021
1403636583819881216,4.7752412090136538,-1.8130834918365659,0.94286590672017601
1403636583918881280,4.7750560756410598,-1.81132635349407,0.88337228571262805
1403636583967881216,4.7741282765133564,-1.8107158451129171,0.85821992716545004
1403636584018881280,4.7748766577501964,-1.8114352318806011,0.83418068656664601
1403636584070881280,4.7749966341056682,-1.8122725586280299,0.81440123327992398
1403636584118881280,4.775639849194107,-1.813459721648194,0.79962403096368795
1403636584168881152,4.777834235088303,-1.815385988061194,0.790184510168919
1403636584219881216,4.7789584600166011,-1.8169500645779719,0.78721839330080501
1403636584866881280,4.7554131387202867,-1.8119840124741371,1.1471547450980299
1403636584966881280,4.7565242722079724,-1.8134954769585709,1.2032679244782269
1403636585020881152,4.758581468543909,-1.8145997834197709,1.2267450571542391
1403636585068881152,4.7601908464458331,-1.815590392837239,1.243184504808029
1403636585119881472,4.7614062922045441,-1.816520796367614,1.252603051362976
1403636585170881280,4.7613528810701178,-1.8169256037281789,1.2545554689850129
1403636585667881216,4.7608624094541332,-1.808330248934501,1.043443266951815
1403636585767881472,4.7631874020414413,-1.8051507784643059,1.0010542574300789
1403636585818881280,4.7671486206849023,-1.8044106454211191,0.98514686283956798
1403636585867881216,4.7722234249329274,-1.804655284894829,0.97341205421175403
1403636585916881408,4.7747654818520031,-1.804123753983758,0.96546440646665699
1403636585967881216,4.7785021893939152,-1.8042494851573041,0.96087989409471897
1403636586018881280,4.7825033522851204,-1.8044924663306829,0.95905257047687698
1403636586068881152,4.7865204041352349,-1.805347370861927,0.95941105243281299
1403636586120881408,4.7876849768740248,-1.8055701145338501,0.960953023998948
1403636586169881344,4.7877094075824358,-1.806135077613918,0.96306683833809903
1403636586219881216,4.7871077756550289,-1.808328099963981,0.96508773694938399
1403636586268881408,4.7861108526555851,-1.8092026508056369,0.96875452395400496
1403636586319881216,4.7847218271521621,-1.811128502441659,0.972500004790262
1403636586368881152,4.7843297603976884,-1.813105919771828,0.97574689800939995
1403636586467881216,4.7869951855611541,-1.816058011822302,0.98088128954989295
1403636586518881280,4.7891302922759742,-1.8166657955962551,0.98287421352696103
1403636586567881472,4.7923142994670567,-1.817239853043277,0.98451592507304497
1403636586617881344,4.7946854465567199,-1.8170878736296101,0.98604203080377895
1403636586666881280,4.7983127918687654,-1.816528111468376,0.98783025355379595
1403636586718881280,4.8013911464892534,-1.814704040192773,0.99007943161915202
1403636586766881280,4.8048344084250711,-1.8119161175116081,0.99236846490058805
1403636586817881344,4.8077449199488811,-1.807767375912281,0.99497447597392197
1403636586866881280,4.8105052571749338,-1.8037649822572319,0.99673134461936796
1403636586967881216,4.8131464297581452,-1.7943608808972089,0.99862654575725696
1403636587019881216,4.8132628855157318,-1.7910764456347219,0.99829388932102203
1403636587069881088,4.8127561374350822,-1.789397021358238,0.99772445998850301
1403636587121881344,4.8093459909161353,-1.7869915529538241,0.99756715753357905
1403636587221881344,4.8052778485685259,-1.7835247832925329,0.99760220304593805
1403636587269881344,4.8030096595622673,-1.781038829128778,0.99783859039275802
1403636587321881344,4.8012163935780654,-1.777153018114995,0.99766419863040701
1403636587369881344,4.7999062057413751,-1.771927040685418,0.99739505822816499
1403636587420881152,4.7993077275577258,-1.7646573143585349,0.99678192245144204
1403636587521881344,4.7960328155352814,-1.7442029659555029,0.99625430153171302
1403636587566881280,4.796795300321266,-1.733146404463727,0.99588428261591799
1403636587621881344,4.7997239251225396,-1.718901830107525,0.99531772143407504
1403636587718881280,4.8053429077702283,-1.6879481676739749,0.99504360589449303
1403636587817881344,4.8142299650586953,-1.6534170895804909,0.99584526974612997
1403636587869881344,4.8168604404590409,-1.633613026005887,0.99698054091159205
1403636587967881216,4.8266361332596937,-1.5984678233686671,0.99809558753568395
1403636588018881280,4.8314456757002038,-1.580470155803521,0.99755283698321195
1403636588068881152,4.8358392653077704,-1.5633218886689659,0.9963391466107
1403636588117881344,4.8396873660994233,-1.5475399617230161,0.99470419536174204
1403636588167881216,4.8432488178832998,-1.5323830799640621,0.99274348430929105
1403636588221881344,4.8456023815605613,-1.5175053079688989,0.990623333411496
1403636588270881280,4.8489774594121187,-1.505771939097331,0.98792787170219998
1403636588320881408,4.8519112243781182,-1.495452079649219,0.98548084879776798
1403636588422881280,4.8560013965281579,-1.4806481536161229,0.98126990881356302
1403636588470881280,4.8580615269374752,-1.4767898116930029,0.97972421900015605
1403636588567881472,4.8604164966106724,-1.4752364799255919,0.97769122149473997
1403636588621881344,4.8607091967623184,-1.4776044682023171,0.97733165567784197
1403636588718881280,4.8587846348860744,-1.488222802251352,0.97979694794886296
1403636588767881472,4.857488031596243,-1.49656827473142,0.98181347846878597
1403636588818881280,4.8555195054774574,-1.5069676363827349,0.98364535332948899
1403636588867881216,4.8540639902863942,-1.5187974171068059,0.98482504462252696
1403636588918881280,4.8509886437240386,-1.5321642047661721,0.98551435337988702
1403636588968881408,4.8484310137424727,-1.5469158140970971,0.98566700454582801
1403636589019881216,4.845215465241413,-1.5635722833293619,0.98583671847408605
1403636589069881088,4.8406648412607636,-1.581119734729743,0.98668260275910602
1403636589167881216,4.8324739241330033,-1.619688639268239,0.98986613281432201
1403636589218881280,4.8284521981600284,-1.6418061744455721,0.99236219730915298
1403636589268881408,4.8242712936082244,-1.664163069062802,0.99512154667212405
1403636589316881152,4.819337441198714,-1.6853899904437171,0.99810509681057202
1403636589366881280,4.8149259528397721,-1.7077760644098161,1.000770119472344
1403636589467881216,4.8028216102691772,-1.7544005776099409,1.0047159499368381
1403636589517881344,4.7954998714430701,-1.777433458972395,1.00552069684236
1403636589568881152,4.7889292353099018,-1.8008988259593399,1.005960015161562
1403636589619881472,4.7822598609108811,-1.8242743825108649,1.0063060474687111
1403636589667881216,4.7757112612226802,-1.8469168867958159,1.006266374339176
1403636589716881152,4.7728313992035813,-1.870777870749762,1.005702557871077
1403636589768881408,4.7659390622480098,-1.89365563197776,1.005472565254832
1403636589819881216,4.7598683233951613,-1.9168514880522649,1.005105750670181
1403636589868881152,4.7544118748975928,-1.9381751379710179,1.0044483061415419
1403636589919881216,4.7483293391104144,-1.960591731749908,1.0030760656977351
1403636589967881216,4.7426523964216889,-1.98150137436984,1.00063878066434
1403636590019881216,4.7376485653979321,-1.9982499282810271,0.99919545592244796
1403636590070881280,4.7337933308837954,-2.0145290059787571,0.99700724639601401
1403636590119881472,4.7294510951327826,-2.0292049120118678,0.99460044226515698
1403636590219881216,4.7242099308173051,-2.0535766994570159,0.99284197695539
1403636590268881408,4.7226047068946642,-2.062331724223343,0.99300153191615803
1403636590319881216,4.7221704280814958,-2.0684653704412801,0.99351300435548395
1403636590367881216,4.7221028745025553,-2.0713320193431741,0.99437056122592604
1403636590419881216,4.7241415866641301,-2.071910550993822,0.99528743837707201
1403636590569881088,4.7343838631384703,-2.0567656374298822,0.99850763685045596
1403636590619881472,4.7384530229126476,-2.0452608825632428,1.0002305546287009
1403636590671881216,4.7442085653890489,-2.0323101091235851,1.002004690993594
1403636590720881152,4.7515856518995436,-2.018000212796482,1.0037349966606499
1403636590768881408,4.7575927823960864,-2.0016236621385208,1.0054171076355101
1403636590866881280,4.7706484233839488,-1.9654649950966661,1.007128052072124
1403636590921881088,4.7779538010585192,-1.944799186796538,1.0064313856834239
1403636590966881280,4.7840824867272911,-1.924219598055759,1.0061323412505889
1403636591017881344,4.7900610273068622,-1.900840826681699,1.0050062070470409
1403636591067881472,4.7967951554466559,-1.87798084956425,1.0038763213020521
1403636591119881472,4.8006208119308074,-1.8539930241179421,1.0027905919178861
1403636591220881152,4.8136265346543636,-1.8078076709824351,1.0000470996124129
1403636591267881472,4.8183060819216719,-1.7863847727662969,0.999111168570604
1403636591320881408,4.8242161310237153,-1.7642355284357749,0.99810699418003201
1403636591368881152,4.8282128438422376,-1.744095727129962,0.99699156836260705
1403636591419881216,4.8326921114090977,-1.7250787067781741,0.99493736969999702
1403636591470881280,4.8334324729599842,-1.7073103335087789,0.99267093383629601
1403636591521881344,4.8371857290326927,-1.692680101165001,0.98958082784877499
1403636591619881472,4.8401732864242044,-1.6694441127491031,0.98177924336532296
1403636591666881280,4.8406897774214661,-1.660533632047474,0.977847167510559
1403636591718881280,4.8418186214916004,-1.652756101724651,0.97350654203943898
1403636591767881472,4.8414185109761894,-1.6463999502627591,0.96946172001887898
1403636591818881280,4.8413964995025918,-1.6421745036568971,0.96586677316275804
1403636591868881152,4.8409192869953008,-1.639616433198386,0.963311558533686
1403636591968881408,4.8406735855564111,-1.6365421388239689,0.961290669457883
1403636592020881152,4.8402531288085271,-1.634590268938781,0.96112378632025197
1403636592066881280,4.838109832685741,-1.6315817828068639,0.96135058962011
1403636592117881344,4.8364009492822841,-1.6272206447386299,0.96139841337399701
1403636592166881280,4.8332198343762673,-1.620886696236949,0.96135525392447596
1403636592217881088,4.8294527352915084,-1.612934095344237,0.96076232905846704
1403636592267881472,4.8154895779982914,-1.600808616880385,0.96090687059761004
1403636592318881280,4.8091724701980407,-1.590769025243997,0.95991951199187098
1403636592368881152,4.8009080190350844,-1.5802646442722419,0.95919755655037298
1403636592469881344,4.7826620517252669,-1.5611563865948921,0.95772921059286897
1403636592518881280,4.7724153855758997,-1.5534371260155539,0.95713092591629001
1403636592569881088,4.7606283167818866,-1.547311387046201,0.95687604772016999
1403636592619881472,4.7338537202943716,-1.539200016890014,0.95866539351315105
1403636592721881344,4.7035097653686266,-1.538336228886297,0.959174860778651
1403636592770881280,4.6875239496793046,-1.5417851013665449,0.95889129042600796
1403636592820881408,4.6716672993318342,-1.547814359795916,0.95808128928652603
1403636592869881344,4.656223815523842,-1.55570391212479,0.95726536606019197
1403636592920881152,4.6387380762965247,-1.5664471433663221,0.95658670586348105
1403636592967881216,4.6135532230421017,-1.5751215352435319,0.95722465443654003
1403636593021881344,4.5995643319745962,-1.5935489592959751,0.95550741795856198
1403636593067881472,4.5882500838035076,-1.613203037319773,0.953895566307294
1403636593167881216,4.5699759406088711,-1.6608435045043279,0.952437867568387
1403636593218881280,4.5645324702936598,-1.6902308779808399,0.95225423773405304
1403636593268881408,4.5606837729555592,-1.720843934570305,0.95287482224280895
1403636593319881216,4.5727436599897837,-1.7569132695390519,0.95247557890107704
1403636593418881280,4.5830965969038111,-1.8170589056742901,0.95538486186411098
1403636593467881216,4.5908409370683261,-1.844269805007984,0.95698316497324598
1403636593517881344,4.6035718552228264,-1.8694081813327581,0.95783626087969298
1403636593566881280,4.6184487414783089,-1.8915134410255661,0.95776828768863698
1403636593618881280,4.6341373051135371,-1.9087879796653791,0.957324755820953
1403636593667881216,4.652434882090235,-1.9220265611781839,0.955796954527249
1403636593716881152,4.6906475710025752,-1.938965306953373,0.95154284175126702
1403636593769881344,4.7075089872786116,-1.942228207723236,0.94905448151266303
1403636593917881344,4.7993962989452452,-1.945434253528016,0.93755408594020695
1403636594019881216,4.8232367545280717,-1.9153805702744331,0.936357686815526
1403636594068881152,4.8438185263821909,-1.9014955758159391,0.93600836363484197
1403636594118881280,4.8643428843552901,-1.8849042522680199,0.93616270342118502
1403636594167881216,4.8823336264950221,-1.866388734443382,0.93691582809676599
1403636594219881216,4.9006566250511332,-1.846634573956367,0.93750392828003903
1403636594267881472,4.9149243902046651,-1.8258648473494929,0.93797268866207195
1403636594316881152,4.9221869365662254,-1.800406007179411,0.938160121710365
1403636594368881152,4.926910791393996,-1.7724937526759661,0.93770205779995197
1403636594418881280,4.9282496299820799,-1.744505963169092,0.93677511311055905
1403636594469881344,4.9265776841554869,-1.715519911786817,0.93570221516263297
1403636594521881344,4.9229564928976464,-1.685601398544889,0.93467070917347495
1403636594568881152,4.9158282106513376,-1.6561402385007911,0.93348090568977105
1403636594619881472,4.8903057650688293,-1.621695461471492,0.93424790298239602
1403636594719881216,4.8653255122894867,-1.571034158689371,0.93188684152934598
1403636594768881408,4.8502264096271333,-1.5519307659160519,0.931018633545452
1403636594819881216,4.8333982117926677,-1.5381258421010691,0.93009855975584499
1403636594866881280,4.8154714029250396,-1.5310621632652039,0.92917412449914905
1403636594918881280,4.7954829824893972,-1.5301066572345201,0.92728865087151402
1403636595068881152,4.7088561807924814,-1.5574007287698151,0.92317952181385898
1403636595218881280,4.6609690444572518,-1.645546947358896,0.91728062913361497
1403636595318881280,4.6322316653426361,-1.711967771389231,0.913643777446837
1403636595368881152,4.6232159447071091,-1.7445404797821009,0.91304300490579404
1403636595420881152,4.6205073341429941,-1.7766163575056679,0.91155750960305504
1403636595466881280,4.6198359126881021,-1.8032116954743009,0.91086793277828804
1403636595520881152,4.6209253648541679,-1.8278887114454629,0.91060327041284195
1403636595570881280,4.6275991319860834,-1.8464625518402249,0.91034128441017104
1403636595620881408,4.6365500200002643,-1.8593265851952721,0.91032224154654795
1403636595667881216,4.6480897124175886,-1.8656279452682889,0.91003397151032195
1403636595866881280,4.7641677552201216,-1.8564217906699261,0.90011108084954905
1403636596019881216,4.7998685482241656,-1.789667585008244,0.89594792030358095
1403636596069881088,4.8284967881797662,-1.7719492251531821,0.892194659971145
1403636596121881344,4.850063345247233,-1.7532510747450749,0.89022745824093497
1403636596169881344,4.871037592586501,-1.7389520237583469,0.88853773782596002
1403636596219881216,4.889885725230406,-1.7276932613714899,0.887654686025104
1403636596270881280,4.9078280534818424,-1.7220443650809689,0.88717756226275202
1403636596319881216,4.9228422375861562,-1.7220840939805691,0.88791115664058096
1403636596369881344,4.9376722990208499,-1.729070024313601,0.88958558645026597
1403636596420881152,4.9486431327414477,-1.741745815070552,0.89351254044311501
1403636596667881216,5.005972065928467,-1.8561505360303829,0.92250636786832796
1403636596718881280,5.0262812606597791,-1.8834829235450961,0.92636735046161101
1403636596768881408,5.0295403351059411,-1.9017547096587899,0.93046736570587496
1403636596820881408,5.0324447752368204,-1.917660067616398,0.93345507791544002
1403636596869881344,5.0337668754130371,-1.928642341749593,0.93466776128795304
1403636596920881152,5.0323500089838147,-1.9352098978880541,0.93490865105491905
1403636596970881280,5.0283209958197492,-1.9369755193367399,0.93386596226207397
1403636597018881280,5.0215843631416393,-1.93446590853748,0.93244368588531401
1403636597070881280,5.0119737584369464,-1.9280312015494929,0.93037100110591497
1403636597121881344,4.980813687949313,-1.9109160794761211,0.93011609263252304
1403636597218881280,4.9414179827592397,-1.8802357433172301,0.92567051074185502
1403636597267881472,4.9181263712569603,-1.861633162541217,0.92374318235494302
1403636597318881280,4.895094607254002,-1.842399624206787,0.92219219609150005
1403636597369881344,4.871271735495986,-1.822822056823493,0.92214709201595602
1403636597419881216,4.8481102884014708,-1.8046846691247591,0.92333113800693201
1403636597468881408,4.7909750294555939,-1.775209334768278,0.92848699926505096
1403636597519881216,4.7659892744865822,-1.75919367903691,0.93019994556914798
1403636597567881472,4.7420491039209649,-1.745962676239367,0.93136744646803604
1403636597669881344,4.6930460469844526,-1.725084640545802,0.93260437179093703
1403636597766881280,4.6585241801070456,-1.7194076768556561,0.93141218933011405
1403636597817881344,4.6399941012019896,-1.7199927511060249,0.93084951189748699
1403636597867881216,4.635567597059798,-1.7284173481903351,0.92905540368698403
1403636597917881344,4.6344246653187806,-1.7397084744875599,0.92789524007639201
1403636597967881216,4.6370436658042413,-1.752480219807687,0.92708261333151898
1403636598017881344,4.6436767164802051,-1.7659691164425939,0.92630997350607502
1403636598067881472,4.6526410475056306,-1.778976231733437,0.92565195894503505
1403636598116881408,4.6630732841250317,-1.7909171953232661,0.92497166577989198
1403636598217881088,4.7115489227253837,-1.820294016208976,0.919978072886522
1403636598267881472,4.7274341625302139,-1.8287502616924931,0.91777754199541905
1403636598320881408,4.7437273310585546,-1.8358028919936751,0.91448627877690902
1403636598369881344,4.758601896459802,-1.8405554836499589,0.90998849774229595
1403636598420881152,4.7717296991108311,-1.8438165774839379,0.90418469021174197
1403636598470881280,4.7816588344561808,-1.844116045097961,0.89822041644363904
1403636598520881152,4.795368763639769,-1.845176282028113,0.89040300109784998
1403636598568881152,4.79807434844657,-1.8413392495589209,0.88315419223009295
1403636598670881280,4.7936768576417741,-1.8279376929048841,0.86799159667945602
1403636598719881216,4.7865344350401964,-1.818819553843543,0.86113573824696599
1403636598767881472,4.7783270189537674,-1.809591075014098,0.85422061348538303
1403636598819881216,4.7691664122117201,-1.7995830329354661,0.84621931818256702
1403636598866881280,4.7577784041367099,-1.7896727130797589,0.83815218081939902
1403636598967881216,4.7268698753285694,-1.766815840250922,0.81804429338902995
1403636599018881280,4.7175039910229541,-1.758073685264717,0.80531327933355801
1403636599068881152,4.7087343952061236,-1.7504194511574711,0.79239121931582401
1403636599118881280,4.6996875221009828,-1.743434191332881,0.77958631217941698
1403636599166881280,4.693278757109292,-1.7381089442029729,0.76719791056474895
1403636599218881280,4.6862440385724984,-1.7322112827898459,0.75657401141624003
1403636599269881344,4.6785642767820601,-1.725955569954627,0.74801608409531195
1403636599318881280,4.6764951666469328,-1.7222931592842889,0.74019964080226097
1403636599419881216,4.6717880316546498,-1.717259379548101,0.72650106054413599
1403636599469881344,4.6693585779610229,-1.715220057832334,0.720352873921565
1403636599566881280,4.6628633980174463,-1.7131455667250139,0.70927296236015103
1403636599618881280,4.6589525009817834,-1.712626307249298,0.70419060796370803
1403636599718881280,4.6507400927049138,-1.7105774363229831,0.69597916229691104
1403636599768881408,4.649237223070565,-1.709839565405693,0.69197116356542898
1403636599819881216,4.6477169625580244,-1.709095616507144,0.68787284273809901
1403636599868881152,4.6476935405090334,-1.7078628678971639,0.68515001512713003
1403636599917881344,4.6498054032595633,-1.7073387670853939,0.68378178550856605
1403636599966881280,4.6537694058587729,-1.707624011929938,0.68235931531044303
1403636600019881216,4.6557666842278254,-1.7073913281028581,0.68095300425234595
1403636600068881152,4.6570048356199427,-1.706698856186343,0.68041173424151502
1403636600167881216,4.6572573215028941,-1.705571369219024,0.67949984814312203
1403636600217881088,4.6576031682277774,-1.7040293113793239,0.67825990046502105
1403636600268881408,4.6588017769133643,-1.703557579073693,0.67795806745387099
1403636600319881216,4.6588934383646121,-1.703268216584781,0.67787794502146603
1403636600367881216,4.6588409635607952,-1.703346965340554,0.67774374228638101
1403636600469881344,4.6598160561577489,-1.7034857583551839,0.67744096984951296
1403636600567881472,4.6598049053523267,-1.7035125237948661,0.67743323092694696
1403636600618881280,4.6598206477012241,-1.703465164733232,0.67742433291214699
1403636600669881344,4.6598395796131538,-1.703432360706417,0.67746364888064103
1403636600718881280,4.6598337270659353,-1.7034430708881489,0.67745267338233905
1403636600769881344,4.6598400946423872,-1.7034196349991739,0.67744021269461496
1403636600870881280,4.6598314882061791,-1.703452593107617,0.67745970997441496
1403636600921881088,4.6598491885523297,-1.703398059293795,0.67744704988264204
1403636600967881216,4.6598547783734716,-1.703385825547481,0.67745338249118903
1403636601018881280,4.6598455787752266,-1.703400170922051,0.677430973148895
1403636601067881472,4.6598311070868581,-1.703431083224491,0.67741300614530797
1403636601120881408,4.6598437033365192,-1.7034185467174561,0.67745840267072499
1403636601220881152,4.6598130652000336,-1.703490274642846,0.67743337908555801
1403636601269881344,4.6598361413310068,-1.703437648696138,0.67745512151316001
1403636601319881216,4.6598507441879544,-1.703397992943205,0.67745572538566201
1403636601369881344,4.6598359472596291,-1.7034600354081479,0.67750038516475997
1403636601469881344,4.6598394933115523,-1.7034368353872531,0.67747242688668896
1403636601520881152,4.6598412019315996,-1.703422938709426,0.67745332725690599
1403636601569881088,4.6598188443085737,-1.703483233426951,0.67745153586671103
1403636601619881472,4.6588883453672549,-1.7031758204778109,0.67765769190027403
1403636601666881280,4.658908501112129,-1.7031124315405399,0.67764059827261902
1403636601717881088,4.6588826898205822,-1.7032000720395519,0.67767587972977805
1403636601766881280,4.6589182300363126,-1.7030853726317781,0.677639676796991
1403636601818881280,4.6598283686278403,-1.7034854020779231,0.67750998558432096
1403636601918881280,4.6589189841470509,-1.7030955174792759,0.67766495926562698
1403636601967881216,4.6598193646370643,-1.703516133923721,0.67752262381036299
1403636602018881280,4.658904742743128,-1.7031252363219009,0.67764582493780501
1403636602068881152,4.6588992358381329,-1.703136903506133,0.67763878980024495
1403636602119881472,4.6589033060076934,-1.7031313060115321,0.67765025595490502
1403636602216881152,4.6589206784217128,-1.703093299550213,0.67766996473017505
1403636602266881280,4.6589050393791007,-1.703130836615647,0.67765910404403995
1403636602316881152,4.6588989918070602,-1.703136892928133,0.67763738538878904
1403636602366881280,4.6589051038496132,-1.70313097058326,0.67765974675531404
1403636602419881216,4.6589046349146033,-1.7031331937904679,0.67766169448601499
1403636602466881280,4.658933893127803,-1.7030617923067459,0.67767958026080599
1403636602518881280,4.6589222108571287,-1.7030976745076309,0.67768770779631105
1403636602567881472,4.6598425228609441,-1.703435596858172,0.67748702529868099
1403636602667881216,4.658913503033447,-1.703103313477081,0.67765005219569396
1403636602718881280,4.6589160175406468,-1.70309638448145,0.67764994774272502
1403636602771881216,4.6589383505717139,-1.7030538805552879,0.67768844886172397
1403636602820881408,4.658933809831951,-1.703055023178353,0.67766508930080904
1403636602921881088,4.6589404213353447,-1.7030477136270059,0.67768740907182501
1403636602969881344,4.6589178503692388,-1.703110000684237,0.67768853180946897
1403636603020881152,4.6589250240196964,-1.7030836101563389,0.67767451756102903
1403636603070881280,4.6589345215199316,-1.703069180122607,0.67769844125912004
1403636603118881280,4.6598572615811982,-1.7034355445449361,0.677570421844927
1403636603219881216,4.6598392326016587,-1.70345169561099,0.67750172581855705
1403636603318881280,4.658939055321599,-1.7030548335524289,0.67769441548242004
1403636603368881152,4.6589449677008048,-1.703062616457852,0.67774403389566595
1403636603420881152,4.6598703871690983,-1.7033950857171749,0.677560992821996
1403636603471881472,4.6589400823448814,-1.703065442415614,0.67772220662074101
1403636603521881344,4.6589396989595944,-1.703087838345102,0.67776642145143595
1403636603568881152,4.658937457642323,-1.703077894874242,0.67773312650765605
1403636603669881344,4.6589467891729486,-1.703064021161276,0.67775726402240799
1403636603768881408,4.6589377652073756,-1.703066108204321,0.67771045697527799
1403636603819881216,4.6589394178158576,-1.7030656017458949,0.67771877146639503
1403636603867881216,4.6589478316023154,-1.703061460421361,0.67775786667173199
1403636603918881280,4.6598777344783384,-1.7034144013532539,0.67764263214436504
1403636603968881408,4.6589432815464988,-1.7030716356814279,0.67775316086229698
1403636604019881216,4.6589375229232468,-1.703083560682771,0.67774523153671196
1403636604068881152,4.6589577770509116,-1.7030672191711591,0.67782614990675405
1403636604118881280,4.6589281249219852,-1.703095759244996,0.67771724863926297
1403636604217881088,4.6589285854811724,-1.703106103337537,0.67774128304653303
1403636604267881472,4.6598619573186939,-1.7034403723001379,0.67760702801343597
1403636604318881280,4.6589694743059864,-1.703033174751694,0.67782191446663898
1403636604368881152,4.6598621761116927,-1.7034148851369759,0.67755547752669598
1403636604418881280,4.6589326280699312,-1.7030822714690981,0.67771482729247701
1403636604468881408,4.6589666756108041,-1.703035662353281,0.67781120812120299
1403636604517881344,4.6589179385186048,-1.703117971236817,0.67770553949622803
1403636604568881152,4.6589674614029759,-1.7030207971334459,0.677784870362096
1403636604618881280,4.6589496053915127,-1.7030680585718561,0.67778158401021804
1403636604720881152,4.658940694942407,-1.7030697426281149,0.67773458407657206
1403636604768881408,4.6589290788906794,-1.703093895204965,0.677718792924491
1403636604820881408,4.6589519035206672,-1.703030790556584,0.67771741558663801
1403636604870881280,4.6589471492692844,-1.7030747583136281,0.67778154410830405
1403636604970881280,4.6589511419127634,-1.7030364832779079,0.67772489068495601
1403636605021881344,4.6589382927119516,-1.703071432566706,0.67772447331576602
1403636605070881280,4.6598784769483599,-1.7033778182619439,0.67757106563624003
1403636605120881408,4.65895483694199,-1.7030318475985191,0.67773622549477897
1403636605168881152,4.658942703646483,-1.7030643248380219,0.67773474409277801
1403636605218881280,4.6598815221475007,-1.7033855700813241,0.67760437573049703
1403636605268881408,4.658952289522011,-1.703037141076897,0.67773275539733502
1403636605318881280,4.6589541189890964,-1.703040594207589,0.67775027330625504
1403636605368881152,4.6589395635608577,-1.703057392346421,0.67770259452691595
1403636605467881216,4.6589666037595734,-1.7030227761040371,0.67778410960814905
1403636605518881280,4.6598781711203694,-1.7033710417619849,0.67755529777851198
1403636605568881152,4.6589472061282526,-1.703030948252005,0.67769112771804696
1403636605619881472,4.6589522664216076,-1.703060652660632,0.67778132235806898
1403636605719881216,4.6589533146984277,-1.7030565313580599,0.67777872578739895
1403636605769881344,4.6589532361365293,-1.7030429101502571,0.67775006774521096
1403636605818881280,4.6589084381277779,-1.7031261152510291,0.677668581165774
1403636605870881280,4.6589596625248877,-1.703029168998949,0.67775801986955297
